Run_Date,Avg_Total_Veh_Tunnel,Avg_Total_Veh_M30,Avg_Speed_Tunnel,Avg_Speed_Surface
2019-04-07T18:00:00Z,1161.25,5745.166666666667,62.6875,75.9425
2019-04-07T19:00:00Z,1042.4166666666667,5122.916666666667,62.89666666666667,75.96666666666667
2019-04-07T20:00:00Z,714.4166666666666,3628.6666666666665,64.01916666666666,78.67333333333333
2019-04-07T21:00:00Z,447.5,2412.9166666666665,64.75916666666667,80.83749999999999
2019-04-07T22:00:00Z,257.5833333333333,1528,64.38666666666667,81.89833333333334
2019-04-07T23:00:00Z,109.83333333333333,760.0833333333334,65.38250000000001,83.85666666666667
2019-04-08T00:00:00Z,71.5,498.4166666666667,66.7075,83.7175
2019-04-08T01:00:00Z,48.25,416.5,65.4175,83.57166666666667
2019-04-08T02:00:00Z,59.083333333333336,433.5833333333333,66.90416666666667,85.33833333333334
2019-04-08T03:00:00Z,144.58333333333334,750.9166666666666,66.485,85.30833333333334
2019-04-08T04:00:00Z,868.0833333333334,3012,65.49083333333333,82.86083333333333
2019-04-08T05:00:00Z,2095.75,8861.5,52.645,69.59916666666666
2019-04-08T06:00:00Z,2599.8333333333335,12407.833333333334,48.51833333333333,56.51166666666666
2019-04-08T07:00:00Z,2255.5833333333335,10777.416666666666,48.90166666666667,58.745
2019-04-08T08:00:00Z,1619.3333333333333,8540.5,56.685833333333335,67.10083333333334
2019-04-08T09:00:00Z,1206.9166666666667,6247.25,62.82666666666667,74.55416666666667
2019-04-08T10:00:00Z,1258.3333333333333,6178.75,62.76833333333333,75.8775
2019-04-08T11:00:00Z,1272.4166666666667,6555,63.163333333333334,75.92166666666667
2019-04-08T12:00:00Z,1701.3333333333333,8050.666666666667,63.155833333333334,75.82916666666667
2019-04-08T13:00:00Z,1723.25,8189.75,62.73833333333333,75.305
2019-04-08T14:00:00Z,1460.1666666666667,7445.666666666667,62.924166666666665,76.35916666666667
2019-04-08T15:00:00Z,1664.75,8350.416666666666,61.318333333333335,72.85583333333334
2019-04-08T16:00:00Z,2012.75,10082.583333333334,59.906666666666666,67.13
2019-04-08T17:00:00Z,1727.6666666666667,9310.75,61.9475,66.84
2019-04-08T18:00:00Z,1367.1666666666667,7146.583333333333,63.284166666666664,74.56666666666666
2019-04-08T19:00:00Z,1094.3333333333333,5684.416666666667,64.09,77.41166666666666
2019-04-08T20:00:00Z,693.5833333333334,3745.4166666666665,65.2525,80.56833333333333
2019-04-08T21:00:00Z,346.5,2029.0833333333333,66.21666666666667,82.265
2019-04-08T22:00:00Z,190.25,1269.9166666666667,65.525,83.96833333333333
2019-04-08T23:00:00Z,86.83333333333333,696.5,67.00416666666666,84.2875
2019-04-09T00:00:00Z,43.916666666666664,510,66.8725,85.45083333333334
2019-04-09T01:00:00Z,44.833333333333336,472.6666666666667,65.24333333333334,83.4075
2019-04-09T02:00:00Z,51.416666666666664,510.75,67.97583333333333,84.74583333333334
2019-04-09T03:00:00Z,140.08333333333334,779.3333333333334,68.28416666666666,85.84666666666666
2019-04-09T04:00:00Z,870.75,3055.8333333333335,66.09083333333334,83.99166666666667
2019-04-09T05:00:00Z,2050.0833333333335,8877.25,56.0175,71.72416666666666
2019-04-09T06:00:00Z,2379.8333333333335,11995.666666666666,53.86,61.85666666666667
2019-04-09T07:00:00Z,1940.9166666666667,10730.333333333334,57.29333333333334,62.87916666666666
2019-04-09T08:00:00Z,1357.75,7406.916666666667,62.156666666666666,72.84416666666667
2019-04-09T09:00:00Z,1221.75,6395.25,62.083333333333336,75.18916666666667
2019-04-09T10:00:00Z,1243.3333333333333,6549.333333333333,62.410000000000004,75.375
2019-04-09T11:00:00Z,1335.75,6736,62.5,76.67
2019-04-09T12:00:00Z,1720.9166666666667,8102.833333333333,62.611666666666665,75.30333333333333
2019-04-09T13:00:00Z,1789.5,8906.916666666666,62.275,69.91833333333334
2019-04-09T14:00:00Z,1521.9166666666667,7973.166666666667,62.214166666666664,72.10666666666667
2019-04-09T15:00:00Z,1680.9166666666667,8771.333333333334,61.865833333333335,70.205
2019-04-09T16:00:00Z,1982.0833333333333,10279.333333333334,60.79666666666667,64.98
2019-04-09T17:00:00Z,1757.25,9397.083333333334,61.917500000000004,67.29416666666667
2019-04-09T18:00:00Z,1414.9166666666667,7499.666666666667,63.034166666666664,74.66499999999999
2019-04-09T19:00:00Z,1138.1666666666667,5938.166666666667,63.516666666666666,77.7425
2019-04-09T20:00:00Z,701.0833333333334,4044.5,65.59583333333333,80.4975
2019-04-09T21:00:00Z,394.6666666666667,2267.6666666666665,65.985,82.62083333333334
2019-04-09T22:00:00Z,232.33333333333334,1518.6666666666667,65.5575,83.22916666666667
2019-04-09T23:00:00Z,100,773,66.09916666666666,84.19833333333334
2019-04-10T00:00:00Z,58.5,485.8333333333333,66.03166666666667,85.75833333333333
2019-04-10T01:00:00Z,46.583333333333336,415.4166666666667,66.41,86.30666666666666
2019-04-10T02:00:00Z,50.45454545454545,434.90909090909093,65.65454545454546,85.7409090909091
2019-04-10T03:00:00Z,134.5,780,67.83166666666666,85.85916666666667
2019-04-10T04:00:00Z,855.0833333333334,3078.5,66.24916666666667,84.03833333333334
2019-04-10T05:00:00Z,2045.5833333333333,8988.083333333334,56.02166666666667,71.49166666666667
2019-04-10T06:00:00Z,2249.1666666666665,11513.333333333334,54.32416666666666,62.58083333333333
2019-04-10T07:00:00Z,1892,10735.416666666666,55.905833333333334,62.25416666666666
2019-04-10T08:00:00Z,1373.0833333333333,7655.416666666667,61.58166666666666,71.96
2019-04-10T09:00:00Z,1242.25,6128.833333333333,62.05,76.6525
2019-04-10T10:00:00Z,1309.4166666666667,6518.916666666667,62.365,76.35083333333333
2019-04-10T11:00:00Z,1398.8,6773.9,62.468,76.411
2019-04-10T12:00:00Z,1813.75,8346.916666666666,62.218333333333334,73.43916666666667
2019-04-10T13:00:00Z,1806.8333333333333,8722.416666666666,61.30416666666667,73.1425
2019-04-10T14:00:00Z,1662,8222.916666666666,62.12833333333333,74.3625
2019-04-10T15:00:00Z,1742.4166666666667,9118.416666666666,61.66166666666667,70.61083333333333
2019-04-10T16:00:00Z,1971.4166666666667,10225.833333333334,60.73166666666667,64.53916666666667
2019-04-10T17:00:00Z,1799.9166666666667,9718.916666666666,61.055,65.11833333333334
2019-04-10T18:00:00Z,1545.75,8384.916666666666,62.42166666666667,71.025
2019-04-10T19:00:00Z,1228.75,6523.916666666667,63.07083333333333,75.90333333333334
2019-04-10T20:00:00Z,754.25,4027.25,64.94083333333333,80.18416666666667
2019-04-10T21:00:00Z,459.3333333333333,2517.75,65.12333333333333,82.67916666666667
2019-04-10T22:00:00Z,267.25,1712.6666666666667,63.8575,83.5325
2019-04-10T23:00:00Z,130.91666666666666,873.3333333333334,63.9075,84.10416666666666
2019-04-11T00:00:00Z,69.91666666666667,552.5833333333334,65.56416666666667,84.76666666666667
2019-04-11T01:00:00Z,58.75,445.4166666666667,64.6975,86.545
2019-04-11T02:00:00Z,65.08333333333333,483.4166666666667,65.77666666666667,85.68833333333333
2019-04-11T03:00:00Z,164.41666666666666,809.9166666666666,67.14666666666666,85.93083333333334
2019-04-11T04:00:00Z,885.6666666666666,3297,66.3025,83.84166666666667
2019-04-11T05:00:00Z,1952.9166666666667,8957.75,57.12416666666667,71.31333333333333
2019-04-11T06:00:00Z,2228.8333333333335,11578.25,55.6125,62.345
2019-04-11T07:00:00Z,1827.25,10990,57.5775,60.435
2019-04-11T08:00:00Z,1423.75,7798.333333333333,61.96333333333333,71.4625
2019-04-11T09:00:00Z,1339.6666666666667,6666.25,61.781666666666666,75.63416666666667
2019-04-11T10:00:00Z,1370.1666666666667,6832.333333333333,62.01166666666667,75.625
2019-04-11T11:00:00Z,1440.3333333333333,7338.583333333333,62.29333333333334,75.75166666666667
2019-04-11T12:00:00Z,1756.6666666666667,8842.666666666666,62.3825,73.77916666666667
2019-04-11T13:00:00Z,1843.0833333333333,9266.416666666666,62.08166666666667,70.12
2019-04-11T14:00:00Z,1668.75,8589.333333333334,62.18333333333333,72.44416666666666
2019-04-11T15:00:00Z,1814,9201.25,61.4225,68.55833333333334
2019-04-11T16:00:00Z,2255,10784.166666666666,60.08833333333333,62.48083333333334
2019-04-11T17:00:00Z,2165.8333333333335,10405.166666666666,60.18083333333333,61.13
2019-04-11T18:00:00Z,1665.4166666666667,9207.916666666666,62.130833333333335,66.26666666666667
2019-04-11T19:00:00Z,1366.75,7434.75,62.91583333333333,72.81
2019-04-11T20:00:00Z,881,5034.5,64.67666666666666,78.77416666666667
2019-04-11T21:00:00Z,517.25,3012.5833333333335,65.67,81.62166666666667
2019-04-11T22:00:00Z,357.4166666666667,2191.9166666666665,64.65583333333333,83.27583333333334
2019-04-11T23:00:00Z,187.25,1350.1666666666667,65.49666666666667,84.0175
2019-04-12T00:00:00Z,100.16666666666667,722.25,66.87,85.26583333333333
2019-04-12T01:00:00Z,80.33333333333333,600.75,65.8975,86.015
2019-04-12T02:00:00Z,88.41666666666667,588.8333333333334,66.67666666666666,85.61
2019-04-12T03:00:00Z,170.25,798.3333333333334,67.6925,86.41166666666666
2019-04-12T04:00:00Z,836.4166666666666,2797.1666666666665,66.14083333333333,84.79083333333334
2019-04-12T05:00:00Z,1819.25,7987.833333333333,59.321666666666665,73.9475
2019-04-12T06:00:00Z,1772.6666666666667,9548.583333333334,60.818333333333335,66.54083333333334
2019-04-12T07:00:00Z,1536.25,8247.583333333334,62.28916666666667,72.26083333333334
2019-04-12T08:00:00Z,1351.25,6870.75,62.25416666666667,76.37416666666667
2019-04-12T09:00:00Z,1366.25,6787.916666666667,61.8725,75.94416666666666
2019-04-12T10:00:00Z,1434.5,7126.166666666667,61.63916666666667,75.825
2019-04-12T11:00:00Z,1684.4545454545455,8362.09090909091,61.54636363636364,72.33090909090909
2019-04-12T12:00:00Z,2089,9914.2,61.142,66.73599999999999
2019-04-12T13:00:00Z,1943,10859.714285714286,60.707142857142856,58.75142857142857
2019-04-12T14:00:00Z,1550.8333333333333,8261.166666666666,61.755,65.54
2019-04-12T15:00:00Z,1605.5,7518.25,61.6125,73.0525
2019-04-12T16:00:00Z,1564.1666666666667,6938,61.87083333333334,76.16
2019-04-12T17:00:00Z,1438.5,6590.416666666667,62.439166666666665,76.25166666666667
2019-04-12T18:00:00Z,1452.9166666666667,6496.833333333333,62.56583333333333,76.02333333333333
2019-04-12T19:00:00Z,1248.9166666666667,6460.166666666667,62.689166666666665,75.48333333333333
2019-04-12T20:00:00Z,882.0833333333334,4692.083333333333,63.950833333333335,78.195
2019-04-12T21:00:00Z,573.6666666666666,3054,65.06166666666667,81.19666666666666
2019-04-12T22:00:00Z,458.6666666666667,2490.4166666666665,65.38,81.08583333333333
2019-04-12T23:00:00Z,322.8333333333333,1878.1666666666667,66.3,82.435
2019-04-13T00:00:00Z,192.75,1200.0833333333333,66.65916666666666,82.65333333333334
2019-04-13T01:00:00Z,140.58333333333334,882.6666666666666,67.03416666666666,83.16666666666667
2019-04-13T02:00:00Z,126.08333333333333,789.75,66.04333333333334,84.5375
2019-04-13T03:00:00Z,164.75,877.1666666666666,67.64166666666667,85.46083333333333
2019-04-13T04:00:00Z,314.25,1394.3333333333333,67.24833333333333,84.02166666666666
2019-04-13T05:00:00Z,470.6666666666667,2230.1666666666665,66.10416666666667,83.14666666666666
2019-04-13T06:00:00Z,638.25,2879.8333333333335,64.76916666666666,82.24916666666667
2019-04-13T07:00:00Z,908.8333333333334,3924.75,63.78,80.83083333333333
2019-04-13T08:00:00Z,1069.5833333333333,5013.166666666667,63.170833333333334,79.36833333333334
2019-04-13T09:00:00Z,1240.5,5611.916666666667,62.343333333333334,78.655
2019-04-13T10:00:00Z,1248.0833333333333,5999.5,62.5625,78.06333333333333
2019-04-13T11:00:00Z,1333.5,6379.666666666667,62.34,77.86166666666666
2019-04-13T12:00:00Z,1419.9166666666667,6787.75,63.00083333333333,77.93666666666667
2019-04-13T13:00:00Z,911.1666666666666,4897.083333333333,64.54583333333333,80.83833333333334
2019-04-13T14:00:00Z,814.8333333333334,3789.1666666666665,63.928333333333335,82.1225
2019-04-13T15:00:00Z,990.25,4349.75,63.44,80.80666666666667
2019-04-13T16:00:00Z,1094.0833333333333,4894.75,63.14833333333333,79.935
2019-04-13T17:00:00Z,1096.25,4886.75,62.96666666666667,79.24
2019-04-13T18:00:00Z,1132.8333333333333,5160.25,63.01083333333334,78.545
2019-04-13T19:00:00Z,1174.9166666666667,5635.916666666667,62.68833333333333,76.51416666666667
2019-04-13T20:00:00Z,896.8333333333334,4528.833333333333,63.48083333333333,78.43166666666667
2019-04-13T21:00:00Z,592.25,3073,64.15583333333333,80.30166666666666
2019-04-13T22:00:00Z,515,2624.3333333333335,64.3725,80.8925
2019-04-13T23:00:00Z,372.8333333333333,2015,65.4575,82.22083333333333
2019-04-14T00:00:00Z,238.41666666666666,1308.0833333333333,66.27333333333334,83.15333333333334
2019-04-14T01:00:00Z,171.08333333333334,961.5,67.395,83.94916666666667
2019-04-14T02:00:00Z,132.16666666666666,755.6666666666666,67.46666666666667,83.44416666666667
2019-04-14T03:00:00Z,143.58333333333334,734.8333333333334,66.5625,84.8375
2019-04-14T04:00:00Z,248.91666666666666,1088.1666666666667,67.8875,84.69500000000001
2019-04-14T05:00:00Z,310.0833333333333,1438,67.14583333333333,84.2975
2019-04-14T06:00:00Z,360.5833333333333,1597.0833333333333,66.74666666666667,83.88583333333334
2019-04-14T07:00:00Z,520.9166666666666,2037.8333333333333,65.03666666666666,83.5575
2019-04-14T08:00:00Z,727.25,2935.5833333333335,64.5125,82.89333333333333
2019-04-14T09:00:00Z,983.5,4121.916666666667,63.09916666666667,80.56583333333333
2019-04-14T10:00:00Z,1111.25,4632.75,62.7325,79.66833333333332
