PROVINCIA;MUNICIPIO;ESTACION;MAGNITUD;PUNTO_MUESTREO;ANO;MES;DIA;H01;V01;H02;V02;H03;V03;H04;V04;H05;V05;H06;V06;H07;V07;H08;V08;H09;V09;H10;V10;H11;V11;H12;V12;H13;V13;H14;V14;H15;V15;H16;V16;H17;V17;H18;V18;H19;V19;H20;V20;H21;V21;H22;V22;H23;V23;H24;V24
28;079;47;9;28079047_9_47;2019;02;18;00006;V;00010;V;00009;V;00012;V;00013;V;00010;V;00009;V;00012;V;00010;V;00014;V;00016;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;47;10;28079047_10_47;2019;02;18;00014;V;00022;V;00023;V;00020;V;00019;V;00017;V;00016;V;00020;V;00022;V;00032;V;00031;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;47;12;28079047_12_8;2019;02;18;00052;V;00037;V;00019;V;00030;V;00024;V;00035;V;00065;V;00124;V;00150;V;00123;V;00099;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;48;7;28079048_7_8;2019;02;18;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00003;V;00012;V;00028;V;00022;V;00014;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;48;8;28079048_8_8;2019;02;18;00039;V;00023;V;00036;V;00023;V;00016;V;00019;V;00040;V;00068;V;00078;V;00065;V;00048;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;48;9;28079048_9_47;2019;02;18;00007;V;00009;V;00006;V;00012;V;00010;V;00008;V;00008;V;00011;V;00011;V;00008;V;00013;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;48;10;28079048_10_47;2019;02;18;00022;V;00020;V;00015;V;00020;V;00016;V;00016;V;00015;V;00020;V;00022;V;00019;V;00024;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;48;12;28079048_12_8;2019;02;18;00040;V;00025;V;00037;V;00025;V;00018;V;00020;V;00044;V;00086;V;00121;V;00098;V;00069;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;49;7;28079049_7_8;2019;02;18;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00004;V;00018;V;00013;V;00011;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;49;8;28079049_8_8;2019;02;18;00029;V;00024;V;00019;V;00025;V;00019;V;00017;V;00026;V;00053;V;00066;V;00056;V;00049;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;49;12;28079049_12_8;2019;02;18;00030;V;00026;V;00021;V;00026;V;00021;V;00018;V;00028;V;00059;V;00093;V;00076;V;00066;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;49;14;28079049_14_6;2019;02;18;36.85;V;33.66;V;49.35;V;37.68;V;43.66;V;46.41;V;35.52;V;16.30;V;08.41;V;19.94;V;29.22;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;50;7;28079050_7_8;2019;02;18;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00009;V;00023;V;00014;V;00012;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;50;8;28079050_8_8;2019;02;18;00041;V;00054;V;00039;V;00026;V;00020;V;00021;V;00037;V;00061;V;00071;V;00052;V;00040;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;50;9;28079050_9_47;2019;02;18;00007;V;00010;V;00010;V;00012;V;00010;V;00009;V;00009;V;00010;V;00012;V;00015;V;00013;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;50;10;28079050_10_47;2019;02;18;00020;V;00019;V;00017;V;00018;V;00016;V;00014;V;00015;V;00017;V;00021;V;00026;V;00024;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;50;12;28079050_12_8;2019;02;18;00043;V;00056;V;00041;V;00028;V;00021;V;00023;V;00039;V;00076;V;00105;V;00073;V;00058;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;54;7;28079054_7_8;2019;02;18;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00007;V;00030;V;00047;V;00055;V;00027;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;54;8;28079054_8_8;2019;02;18;00047;V;00026;V;00018;V;00039;V;00029;V;00027;V;00051;V;00069;V;00076;V;00077;V;00065;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;54;12;28079054_12_8;2019;02;18;00048;V;00027;V;00020;V;00041;V;00030;V;00029;V;00062;V;00115;V;00148;V;00161;V;00107;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;54;14;28079054_14_6;2019;02;18;29.83;V;45.99;V;53.89;V;30.58;V;40.05;V;41.33;V;18.51;V;06.95;V;04.87;V;09.88;V;20.96;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;55;7;28079055_7_8;2019;02;18;00029;V;00021;V;00002;V;00002;V;00002;V;00005;V;00018;V;00058;V;00076;V;00053;V;00027;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;55;8;28079055_8_8;2019;02;18;00088;V;00078;V;00061;V;00059;V;00049;V;00053;V;00065;V;00080;V;00087;V;00073;V;00054;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;55;10;28079055_10_47;2019;02;18;00031;V;00027;V;00018;V;00014;V;00014;V;00013;V;00014;V;00017;V;00023;V;00026;V;00027;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;55;12;28079055_12_8;2019;02;18;00132;V;00110;V;00065;V;00061;V;00053;V;00061;V;00092;V;00170;V;00204;V;00155;V;00096;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;55;20;28079055_20_59;2019;02;18;000.6;V;000.5;V;000.3;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.2;V;000.2;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;55;30;28079055_30_59;2019;02;18;000.2;V;000.1;V;000.1;V;000.3;V;000.2;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;55;35;28079055_35_59;2019;02;18;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;55;42;28079055_42_2;2019;02;18;01.68;V;01.73;V;01.65;V;01.62;V;01.59;V;01.56;V;01.61;V;01.59;V;01.79;V;01.68;V;01.53;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;55;43;28079055_43_2;2019;02;18;01.54;V;01.60;V;01.56;V;01.52;V;01.48;V;01.48;V;01.52;V;01.47;V;01.66;V;01.58;V;01.45;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;55;44;28079055_44_2;2019;02;18;00.14;V;00.13;V;00.10;V;00.10;V;00.12;V;00.09;V;00.09;V;00.12;V;00.14;V;00.11;V;00.09;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;56;6;28079056_6_48;2019;02;18;000.6;V;000.4;V;000.4;V;000.3;V;000.3;V;000.3;V;000.4;V;000.6;V;000.9;V;000.7;V;000.4;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;56;7;28079056_7_8;2019;02;18;00104;V;00034;V;00030;V;00028;V;00015;V;00015;V;00045;V;00080;V;00134;V;00107;V;00058;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;56;8;28079056_8_8;2019;02;18;00117;V;00075;V;00069;V;00058;V;00050;V;00052;V;00076;V;00093;V;00116;V;00101;V;00079;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;56;12;28079056_12_8;2019;02;18;00276;V;00127;V;00114;V;00101;V;00073;V;00075;V;00146;V;00215;V;00322;V;00265;V;00169;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;56;14;28079056_14_6;2019;02;18;17.32;N;17.46;N;17.45;N;17.45;N;17.41;N;17.57;N;17.35;N;17.41;N;17.52;N;17.45;N;23.43;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;57;1;28079057_1_38;2019;02;18;00015;V;00015;V;00015;V;00013;V;00012;V;00011;V;00011;V;00010;V;00010;V;00010;V;00010;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;57;6;28079057_6_48;2019;02;18;000.4;V;000.3;V;000.3;V;000.2;V;000.2;V;000.2;V;000.3;V;000.3;V;000.5;V;000.4;V;000.3;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;57;7;28079057_7_8;2019;02;18;00002;V;00001;V;00001;V;00001;V;00001;V;00001;V;00002;V;00010;V;00036;V;00036;V;00011;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;57;8;28079057_8_8;2019;02;18;00057;V;00049;V;00029;V;00021;V;00020;V;00021;V;00037;V;00061;V;00074;V;00065;V;00034;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;57;10;28079057_10_47;2019;02;18;00013;V;00025;V;00009;V;00005;V;00008;V;00007;V;00011;V;00012;V;00028;V;00034;V;00025;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;57;12;28079057_12_8;2019;02;18;00060;V;00051;V;00031;V;00023;V;00021;V;00022;V;00039;V;00076;V;00130;V;00120;V;00051;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;58;7;28079058_7_8;2019;02;18;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00008;V;00025;V;00021;V;00011;V;00006;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;58;8;28079058_8_8;2019;02;18;00021;V;00017;V;00013;V;00011;V;00009;V;00009;V;00017;V;00032;V;00029;V;00019;V;00016;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;58;12;28079058_12_8;2019;02;18;00022;V;00018;V;00015;V;00012;V;00011;V;00010;V;00030;V;00070;V;00061;V;00035;V;00025;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;58;14;28079058_14_6;2019;02;18;26.20;V;24.68;V;25.10;V;24.92;V;23.65;V;22.73;V;15.59;V;04.50;V;04.22;V;15.16;V;40.66;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;59;7;28079059_7_8;2019;02;18;00022;V;00016;V;00001;V;00001;V;00001;V;00001;V;00001;V;00009;V;00022;V;00016;V;00009;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;59;8;28079059_8_8;2019;02;18;00079;V;00070;V;00041;V;00019;V;00013;V;00016;V;00025;V;00046;V;00054;V;00040;V;00029;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;59;12;28079059_12_8;2019;02;18;00112;V;00095;V;00043;V;00020;V;00015;V;00017;V;00026;V;00059;V;00088;V;00064;V;00043;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;59;14;28079059_14_6;2019;02;18;01.00;V;01.42;V;16.67;V;33.72;V;36.43;V;32.66;V;23.34;V;07.23;V;04.75;V;17.80;V;36.63;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;60;7;28079060_7_8;2019;02;18;00005;V;00004;V;00004;V;00003;V;00003;V;00004;V;00008;V;00030;V;00068;V;00046;V;00015;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;60;8;28079060_8_8;2019;02;18;00059;V;00053;V;00040;V;00025;V;00019;V;00029;V;00036;V;00067;V;00078;V;00066;V;00033;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;60;10;28079060_10_47;2019;02;18;00007;V;00019;V;00012;V;00013;V;00004;V;00011;V;00010;V;00017;V;00029;V;00035;V;00021;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;60;12;28079060_12_8;2019;02;18;00066;V;00059;V;00046;V;00029;V;00023;V;00035;V;00048;V;00113;V;00181;V;00137;V;00056;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;60;14;28079060_14_6;2019;02;18;17.20;V;15.05;V;22.44;V;34.64;V;36.58;V;28.96;V;25.66;V;04.81;V;05.34;V;12.25;V;36.46;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
